label,comments,ID
0,Từ hồi đấy k đứa nào dám ho he 1 tiếng chị nữa luôn ,561
0,ninja đọc cmt,563
0,Mình đi dạy học cno chửi vs đùa cợt suốt,564
0,Khổ Cố lên bạn ơi,565
0,Lắm lúc nghĩ mà muốn bỏ nghề lắm a  nma vì cơm áo gạo tiền vì con chữ mà phải cố gắng ,566
0,Trc t đi thực tập vào lớp cá biệt hs ngang nhiên ngồi lên bàn lên ghế nghịch dt nói k nghe k sợ giao viên đâu Kể cả cô giáo hướng dẫn mình cũng bảo,567
0,Riêng lớp này phiên phiến thôi e ạ cô cũngn chịu k bảo được Mình dạy hết trách nhiệm thôi đứa nào k học kệ nó,568
0,Bọn này chắc ra xh rồi mới thấm thế hệ 7x có vẻ nuôi chìu con quá,569
0,bố mẹ các cháu biết có buồn kochứ thời 9x đi học cô giáo chủ nhiệm điện về là bửa đó xác định quỳ gối rồi ăn đò,570
0,cá biệt thời xưa sợ thầy cô 1 phép luôndù cá biệt mhưng thấy thầy cô là rén ngang nha,571
0,Chuẩn luôn ạ Mình cách đây hơn chục năm đi học cá biệt đến nỗi mấy trường xã khác cũng biết mà chưa bao giờ có suy nghĩ như bọn trẻ bây giờ,572
0,đúng á chế chừ tụi nhỏ nông nổi hay cha mẹ bao bọc,573
0,Trốn học buổi sáng về nhà phải để kênh điện thoại k là cô gọi về nhà ,574
0,nhà mình là thầy cô đến tận nhà nói luôn  Bố chơi thân với thầy cô giáo nên con chưa về đến nhà nhưng ở nhà bố biết hết,575
0,Mình là ko dám về nhà luôn ý,576
0,trốn trốn rồi đói bụng cũng mò về nhà à ông lúc đó hay vậy đó,577
0,Toàn trốn lên ông bà vs đi vật chuối xanh ănôi tuổi thơ tôi,578
0,năm lớp 6 bỏ tiết đi net cô về bảo tận nhà về mẹ quật bằng dây điện hãi đến giờ ,579
0,Bạn tôi còn bị bố nó lấy xích cho trói tay vào xe máy cho nó chạy theo xe máy cơnó ko sợ mà bọn tôi sợ đến giờ,580
0,giống mình vậy ,581
0,Ngày xưa đi học thầy giáo vụt gẫy thước câu thước to bằng 3 đầu ngón tay Giờ trưởng thành nghĩ lại vẫn cảm ơn thầygiờ bố mẹ chúng nó đăng lên mxh r,582
0,Ở Tuyên Quang là ở miền nào nhỉ,583
0,văn phú sơn dương tuyên quang,584
0,trường này tôi từng học,585
0,e ở hồng lạc nè bt kh v ,586
0,tính ra là vụ cmt parky là lên VTV cả rồi đấy mà vẫn có một số người cmt,587
0,từ 9x đổ về trước nó chất thật sựkiến thức tuy k đc học nâng cao như bh nhưng luôn theo nội,588
0,quy của trường lớpbiết sợ thầy côđi học đầy đủnghiêm túcnói chung có nề nếp,589
0,chuẩn bn ơi tôi học GDTX toàn những anh tài chả sợ bố con thằng nào nhưng vào lớp thì gặp thầy cô im re,590
0,Chuẩn ạ Ngày trước đi học chưa cần biết kiến thức nạp vào có đc nhiều k nhg rất tôn sư trọng đạokể cả các hs cá biệt cg k baoh vô lễ với thầy cô,591
0,Cá biệt thời 9x với đầu 2x chỉ là đánh nhau với trốn học thôi chứ sợ thầy cô một phép,592
0,Bọn trẻ bây giờ nhiều đứa nó xem idol giang hồ mạng trọng hơn thầy cô nó nữa ý Thấy mà buồn cho chúng nó,593
0,tại bố mẹ mà ra hết hở tí là nói thầy cô ko ra gì trước mặt con trẻ thì nó sợ gì chứ như con mình cho thêm tiền cũng ko dám,594
0,gia giáo thế hệ trước tuy khắc nghiệt đòn roi nhưng con trẻ lại có nhận thức đối nhân xử thế hơn hẳn thời đại tiến bộ như ngày nay,595
0,Bạn nói đúng 1 nữa rồi đó kiến thức của các bạn 9x hồi xưa bài bản lắm do tự học á còn gì thì đa số dốt đặc cán mai,596
0,các phụ huynh cứ bảo  nó con nít thì biết cái gì thì xem đi ạCháu ở nhà nó ngoan lắmm,597
0,trên kia có ông 45 tuổi còn nói con nít biết gì việc này chắc chắn là bị xúi giục đấy tôi đến lạy các thành phần ấy,598
0,Ôi lớp 7 vẫn con nít biết gì  vs ổng 45 tuổi vẫn con nít nha,599
0,mườ mấy tuổi r các phụ huynh mà bảo con nít nx thì chịu bọn nhóc hết cứu r,600
0,ki luật hock xinh,601
3,cali  parky parky giận tím người kkk,603
0,Vừa hc tiếng anh cô cho xem trên face xong h lên cả báo,604
0,lên từ sáng rồi,605
0,Trẻ bây h manh động quá nhỉ,606
0,lớp cá biệt ngày xưa cũng k đến vậychắc xem mxh lắm quá học theo xong tưởng thế là ngầu,607
0,Hộ vid mới vói,609
2,Chịu mấy bố cứ nói parky Thế mới đây vụ ở chỗ nào bên trong đấy ông nào giett 4 người giấu cả tháng ra dòi luôn mà  liu liu,610
0,mấy anh chị lớn đấy,611
0,Đây là hồi chuông cảnh tỉnh cho nền giáo dục của nước nhà Những mầm non là tương lai của đất nước mà hành xử vs ng dạy dỗ mình như thế đấy,612
0,Do sự dưỡng dục của bố mẹ thôi Bme dạy dỗ hẳn hoi con cái n có nề nếp Đây là do bme k nghiêm khắc con mới thế,613
0,chuẩn đét luôn giờ sơ hở là tôn trọng sợ tổn thương ,614
0,Trường mình,615
0,bọn nó comment parky cứ kệ đi một hồi bọn nó thấy ko ai chú ý nx thì bọn nó chán thôi,616
0,thời xưa nghe cô doạ đánh là sợ rén ngaythời nay cô đánh về nhà mách mẹ riết rồi k còn biêt sợ cô sợ thầy,617
0,Tuyên Quang luôn á chỗ nào Tuyên Quang vậy,618
0,sao ai cũng nói parky namky là sao nhờ  túi chả hiểu ,619
0,ở nhà cháu nó ngoan lắm,620
0,có điều cháu ít ở nhà ,621
0,để đi báo mấy bạn ,622
0,tốt,623
0,lớp 6 lớp 7 thì ko thể như vậy đc như trang giấy trắng cách quản lý của nhà trường thái độ của GV,624
0,đẹp mặt tuyên quang,626
0,ủa parky là gì vậy ạ,627
0,T làm gv hs k làm bt còn hỗn t doạ gọi cho mẹ thế là n bảo đây e đọc số cho cô gọi nhanh e gặp mẹ cái Lớp 3 ,628
0,tr ơi hôm mấy đứa lớp5 tạo gr chửi em gái của em nè chị xong em nhắc nhở gọi gvien mà tụi nó còn chửi cả em,629
0,Minhf dạy lớp 5 hs đánh nhau mình còn chưa xử lí gì bảo mời phụ huynh vào Về ghi âm chửi cả cô giáo đây Con nít bây giờ lạ lắm,630
0,vâng hôm còn nghe mấy bé mẫu giáo chửi nữa cơ trẻ em giờ nó hư từ bé và không tôn trọng ai luôn ấy ạ,631
0,chuyện gì xảy ra tiếp theo ạ cô kể em nghe với,633
0,Ra về mình gặp mẹ nó nc riêng mẹ nó bảo cháu nó tính nthe cô thông cảm chứ mẹ cũng không nói được,634
0,Ôisợ hsinh luôn r,635
0,lớp 3 láo thế thì do gia đình,636
0,bạn t làm gv có đứa còn bảo cô có thích ông nội con đuổi cô ko trường tư có tiếng hn,637
0,Cho nó lên sân trường giờ chào cờ là sợ liền,638
0,nó k sợ đâu b ơi đứng trên đấy mồm còn cười toe toét xog xuống ghê lại chả khoe  t nổi tiếng ở trg r,639
0,Do gia đình cả thôi,640
0,trời ơi  con mình mà nói câu này là xác định nhấc ng ko nổi nha con,641
0,Bh hs nó nhu hồi m đâu c Nhỏ xíu mà tục tiêu lắm,642
0,tui ở nội tuyên quang nè ,644
0,parky là cgi v,645
0,t ở Tuyên Quang nè,646
-1,ahtraniee_ tuyên quang,647
2,Giờ phụ huynh bênh con lắm nên đi học toàn ôg tướng bà tá cả  Chả bù mk thời xưa sợ thầy cô lắm chứ h nói nhẹ cái chg nó bật hơn tôm,648
0,hỏi thật sao mọi người thích nói parky và mankyky thế,649
0,Ở Sơn dương tuyên Quang gần chỗ tôi luôn mà,650
0,đẹp zai có j sai mất kiểm soát ,652
0,z mà phụ huynh lại nói  con tui ở nhà ngoan lắm,653
0,Tớ ở 22 Tuyên Quang  Na Hang nè,654
2,đáng buồn trẻ em hiện nay và 1 số không ít thành phần não cặc miền nam đang chửi miền bắc,655
0,cho em hỏi học ở tuyên quan được bậc lại cô giáo ak,656
0,xưa lớp t lớp quậy nhất khói cúp học kéo nhau lên khối trên đánh nhau nhưng vẫn sợ giáo viên mấy bậc luôn hs bây giờ ảnh hưởng internet nhiều quá,657
0,parky là j v ạ,658
0,Ai giải thích cho mình parky là j k ạ,659
-1, Thanh_Trucz  cụng là 7c ,660
0,Tôi ở tuyên quang nè,662
-1,santa 7 ,663
0,Bé em ở nhà ngoan lắm mà ph đâu bt là nó ít ở nhà,664
0,khoan phán xét nhacô giáo dạy nhạc nghe quenphải nghe từ nhiều phía nha,665
0,Parky là cái gì vậy ạ,666
0,hóng cái kết ,667
0,tội thật sự rất nóng mắt,668
0,thế thì cogn j là kỉ niệm cấp 2 nx,669
0, bà tuyết chuẩn bị,670
0,lớp t cx sắp lm thế vs bà dạy toán r đấy,671
0,mấy em cháy waaa,672
0,parky là gi mà ai cũng bl dậy,673
0,Ngày càng loạn ,674
-1,Nguyễns muns 1304 hết cứu,675
0,mik xem gốc xong lấy lm tư liệu thuyết trình luôn,676
1,Bo may chiu r,677
0,Rồi lý do là j ,678
0,ối giồi ôi quê t ,679
0,trườnggg tuii,680
0,4 năm gắn bó trường này,681
0,Ngày xưa bị gv đánh còn k dám về nhà mách sợ bố mẹ đánh hơn,682
0,rosie ôi lớp c,683
0,quá khét,684
0,ôi trường tôi từng học,685
0,cô sốc,686
0,nhìn comment bất lực quá,687
0,Phan Duy Huynh Sơn dương của a nè ,688
0,hồi đấy cô mắng sai mà t còn k dám ho he ,689
0,huyện sơn dương chỗ tôi,690
0,sợ thật,691
0,cô tôi coi đc xog kể với lớp có vài đứa coi bản gốc nghe nói có câu  MÀY BIẾT BỐ MÀY LÀ AI KHÔNG,692
0,Chịu rồi,693
0,Chỉ thấy thương cô vô bờ bến ,694
0,lớp t gọi cô là mẹ,695
0,đấy học trò là trung tâmko được mắng quát hsko được giao bài tập về nhàko đc kiểm tra bài cũ hsôi zơi,696
0,Tớ sẽ fl cả tik tok,697
0,nguyenbac nghe kĩ coi huyện chi đó,698
0,hết cứu hs,699
0,Ko hiểu học sinh thời nay nghĩ gì nữa mong phụ huynh học sinh xem lại dậy dỗ con cái mình cái,700
0,lúc đi học nói thật vẫn sợ thầy cô hơn cha mẹ,701
3,ai biết conmen păc ki nam kì chắc biết chữ nhỉ,702
0,Woww ,703
-1,uaủ,704
0,nice,705
-1,woooowcool,706
0,lớp ca biệt ngày xưa cũng chưa dám ho he động đến thầy cô luôn mà h mới ty tuổi thế này rồi,708
0,Parky là gì vậy mn,709
0,là bắc kỳ trung kỳ nam kỳ  do người Pháp áp đặt cho đất nước thuộc địa nô lệ,710
0,có trung kỳ luôn,711
0,có trung kỳ luôn hả bà ,714
3,Par ky đọc thử xem,715
0,10h30 bắt đầu dạy thì lấy đâu ra tiết tiếp theo,716
0,NhueYi Hết mê THN đổi tên đọc cmt mà tỉnh ,717
-1,ngocanh300706 vụ j,718
0, sơn dương  sao mình kh bt nhỉ,719
0,hlynh lớp 7c,720
0,Hồng Vân phải ko,721
0,Trangbuy  cứ giống ôg giag trường mình nhể ,722
0,Nhớ nhé,723
0,Có phải đâu ,724
0,Tuyên Quangg nè nhma t ở Xuân Vân,725
0, quê tau,726
0,chịu bó tay,727
0,cũng ở tq 7c nhưng trường khác,728
0,T ở sơn dương đây mà ko bt chuyện j,729
0,Thu Thủy  lại 7c,730
0,ai là phụ huynh của em áo đen vào nhận đi ạ  Em ngoan quá ạ,731
0,ở Văn phú,733
0,Vũ Thuý Nga bé mèo cute Sao lại là 7C ,734
0,cái vụ này tôi bt,735
0,ko muốn đi học luôn,736
0,Meish rén chưa,737
-1,7C ,738
-1,Hanny 7c hahaa,739
-1,6A ,740
0,bé tý tuổi đã vậy rồi tương lai,742
0,Tôi k tin các bé có thể tự hành động như vậy Liệu có kẻ nào xúi giục không hs nhìn thấy thầy cô là sợ rồi,743
0,Cô giao cũng hiền quá ngày xưa đi học cũng có cô giáo kiểu hiền tắc lơ nhiều lúc chửi bậy đi ra ngoai cô cũng kệ k nói j,744
0,Rất tiếc cô này k hiền,745
0,Nếu k hiền thì ngược lại hsinh phải sợ chứ trc tôi đi học cô nào ghê  thằng nghịch nhất lớp cũng phải sợ ngồi in,746
0,Cô này ở nhà chửi bố Ck kinh dị luôn,747
0,sao biết hay vậy,748
0,Vì gần nhà teo cả làng cả xã biết cô còn nhiều vấn đề lắm,749
2,m trốn trong gầm giường à,750
0,M vào fb T cho m xem,751
2,xem m trốn trong gầm giường á,752
2,hay m là mẹ của đứa nào trong đây vậy là bọn này chửi cô giáo vì muốn đòi công bằng cho bố chồng cô à,753
0,Trong 3 clip ko thấy 1 cái mày tao không có 1 cái văng tục đối với bọn hs như trên Ko chửi cũng phí,754
0,Cô có hiền hay k thì hs có hành động ntn là k chấp nhận đc lại còn trong môi trường giáo dục nữa,755
0,nói trên núi thì tự ái suy nghĩ khác ng,756
0,Đấy là vấn đề cá nhân của cônhưng nhìn vụ việc này thái độ hành vi của học sinh là ko thể chấp nhận đc,757
0,Facebook em là gì vậy,758
0,Nghe tin túc thấy cô này chưởi học sinh mà chửi bậy nha,759
0,Thế thì lại ko nghe nhà trường nói rồi bạn ơi cô này những lần trước nói tụi học hs nhà lần này nói tụi nó mới thế á,760
0,m tin t báo ca k,761
0,Tự nhiên T thành kẻ buôn chuyện chúng m ạ,762
0,con của mj cũng có trong đó phải k,763
0,M thấy T nói gì chưa n bảo cô này hiền T bảo cô K hiền,764
0,K hiền k phải cách các bố các mẹ dạy các con phải hành xử với cô giáo như vậy  Dạy con dạy trò là cô k tốt ở nhà thì học sinh k đc coi trọng à,765
0,Ủa alo thấy T bênh học sinh chưa,766
0,Thì mk có nói bạn bênh học sinh hay gì chưa  mình đang nói quan điểm mà ,767
2,k hiền là được mất dạy hả,768
2,Hiền cho tụi bây lên đầu nta ngồi à  Họ có ntn thì cũng phải xét theo từng tình huống ai đi chụp mũ như vậy,769
0,Có con hay cháu trong clip nên muốn tẩy trắng ak,770
0,M quê ở đâu mà bảo T tẩy trắng T K bênh ai nhưng về tận nơi mà xem,771
0,Thế M có xem 2 clip hs ném dép với chửi cô giáo ko chưa cần biết cô giáo ở nhà thế nào nhưng hs như vậy người ta nói M lại bảo do cô,772
0,Thế m lại xem được các clip khác chưa,773
0,Với điều quan trọng T K nhắc gì cái việc học sinh đúng cô giáo sai m đọc lại cái hộ T cái,774
0,T xem hết rồi  và hs đi học cắt tóc khá bảnh mang đt quay clip mà bênh,775
0,T bênh chúng nó ở chỗ nào m đọc lại từ đầu T trả lời câu hỏi của ông kia hộ t,776
0,ngày xưa ko có đt quay b ạgiờ cô có bạt tai cái thì lại mất việc,777
0,ko phải hiền hay ko thầy cô bây giờ phụ huynh coi như ôsin rồi nên giờ xh nó mới suy đồi vậy chỉ sợ phụ huynh kiệnđúng cs giờ chỉ có ăn đâu có học,778
0,Đúng thật là k phải hiền hay kmà mxh giờ phát triển nên nhiều hệ luỵxưa toàn ước đc chủ nhiệm cô nào hiền hiền,779
0,hẳn là osintổ chức từ t hiệu trưởng xuống giáo viên thời nay có khác nào ăn cướp tiền của phụ huynh klạm thu đủ thứPhụ huynh oằn mk nuôi các cô,780
0,Làm gv chưa mà nói Giáo viên đi dậy k được cấc nào đâu Còn nếu thấy gđ k đủ khả năng chi trả thì cho con nghỉ ,781
0,đầu năm giờ bao vụ lạm thu tiền rồi đã đọc chưatiền quỹ lớptiền quà cáp các cô đòi công khaibao vụ rồi9 bỏ làm 10 vì conchứ các cô giờ có đơn giản,782
0,Chính vì thế mới loạn cái môi trường giáo dục nhưng lại cho con mình luôn đúng thì giáo dục gì nữa cô giáo đi dạy luôn lo sợ phụ huynh bê lên mxh,783
0,rồi đi dạy k đc cắc nào thế đi vì đam mê à,784
0, bạn xem có cô giáo thầy giáo nào ăn 1 xu ko bạn thử nghĩ lại xem bạn đi học hiệu trưởng dậy bạn ngày nào trưa bạn nghĩ kỹ đi rồi nói,785
0,T cũng phụ huynh thui B t làm gv đây trường tư k nói chứ trường công họ k được tí nào đâu Toàn là nhà nước thu thui Cái sai của gv là k phổ biến ro,786
0,Lg gv thấp mà chứ k đc cắc nào từ lậu Gv chỉ có dậy thêm mới giàu thui chứ gv âm nhạc hay đạo đức thì k có gì đâu b,787
2,các cô ăn tiền học thêmcác cô tổ chức cho học thêm ngoài giờ đứa nào k đăng kí đì cho khỏi ngóc đầuRa đề ktra toàn kiến thức học thêm thế là k ăn,788
0, bạn là nhất chắc tuổi thơ tuổi hs của bạn vui vẻ lắm chúc bạn luôn vv,789
0,chịu hỏi thì trả lời chứ quay ra tự áiT nói toàn cái ai cũng đã được đọc được trải nghiệm khi làm phụ huynh chứ chưa nói thần thánh để là nhất,790
0,các cô môn phụ thì đành chịuchứ các cô môn chính thì cực giàumầm non thì các cô khổ hẳn còn từ tiểu học thì các cô làm giàu thoải mái,791
0, có khi nào bạn đọc song bạn hiểu 1 chút j ko hay chỉ là cảm giác hơn thua bạn biết giờ cấm học thêm tại nhà kokhi gv dậy thêm học phải như k,792
0,bạn biết sao hiệu trưởng lại luân chuyển ct liên tục mà ko phải giáo viên kobạn tìm hiểu kỹ đi nhé,793
0,rồi là ai hơn thua nàotùy bạn ý bạn cứ giữ ý kiến của riêng bạn thôichứ ai nói đc đâu nào,794
2,Ngày xưa m có đc đi học ko,795
2,rồi m có được đi học không,796
2,hiền khỉ giò thử động vào chúng nó xemnhà đây 3 giáo viên1 hiệu trưởng đây thừa biết,797
2,lỗi do phụ huynh nhiều thứ nhất là không rèn con cái đến nơi thứ hai là bênh con nếu GV họ nghiêm khắc quá thì phụ huynh lại làm lồng lên,798
0,Haha ko hiểu vấn đề rồi cô này chưởi tụi nhỏ kiểu văng tục á nên tụi nhỏ mới vậy,799
0,tốt thôi hãy dạy con m văng tục khi m văng tục vs nó khi ông bà văng tục vs nó khi ng lớn văng tục vs nó và con m sẽ cực kì ngoan,800
0,có đánh mak đánh k dc,801
0,ko hiền thì làm j bạn đọng vào chúng nó là bố mẹ nócộng đồng mạng cho mất việc luôn,802
0,ôi bạn ơi kj số bn nó cx có bm có quyền sử ép giáo viên thì ms tức nc vỡ bờ như này,803
0,Chưa xem cái trường hợp cô giáo lỡ đánh nhẹ xíu gđ hoc sinh vào làm ầm ầm à chưa nói đến MXH công kích nữa,804
3,ở ngoài barky à,805
0,Chia buồn cùng gia đình bạn,806
3,parky thì nói parky k lẽ nói namky  đẹp mặt parky,807
0,chịu ông,808
3,Miền bắc bắt đầu học theo cái thói láo của bọn namky rồi đúng là bọn namky ra đây là ô nhiễm miền bắc haizz,809
3,T k phải phản độg t ghét bọn namky vì bọn nó nói bọn t thôi,810
0,ở đâu cũng có người này người kia thôi bạn ơi phân biệt vùng miền là tiếp tay cho kẻ xấu chia rẻ đất nước đó ,811
3,Ở nước VN này chỉ có người tốt và bọn namky thôi,812
0,hi vọng bạn có cách nhìn khách quan hơn về vấn đề này Mình gốc Bắc bạn à,813
2,để cờ nước nhưng cmt lại là việt cộng ,814
3,Sao thế namky,815
0, nghe mà ngao ngán,816
0,T thấy toàn bắc vào nam chứu ít ai nam ra nơi khỉ ho cò gáy cả,817
3,vậy chắc bạn chưa bao jio ra bắc hả chắc ở trong miền nam nghèo nên ko có đk ra bắc hay gì mà nói ngoài đó khỉ ho cò gáy má,818
3,Mắc gì t phải đi ra mấy cái nơi gọi là ô nhiễm không khí thuộc top tg  trong khi hcm là nơi phát triển bậc nhất VN Ạ,819
0,há há hcm đâu có ô nhiễm không khí trong lành lắm đó fen ,820
0,Ước được lọt top như ai kia ,821
0,thiết nghĩ trải nghiệm với bạn về người Nam không tốt Va chạm và môi trường lớn lên mỗi người sẽ ảnh hưởng ít nhiều đến tâm trạng và tính cách,822
0,Với tôi hòn đá ném đi thì hòn chì ném lại,823
0,với tôi chỉ là ếch ngồi đáy giếng và ngựa non háu đá thôi,824
0,Tuỳ bạn nhưng muôn đời sẽ k bh thay đổi,825
0,không nên đánh đồng khi chưa  đủ  chào bạn ,826
0,đổi avt đi r nói thếtự huỷ đấy cu ạ ,827
0,Huỷ sao được,828
2,Mày phải động à,829
3,nói hay lắm bạn parky con mãi đỉnh,830
3,Namky con hét to lên,831
2,đrui hơn loại m nhiều chút,832
0,Mình mà là ck cô giáo Việc đầu tiên là viết đơn lên PGD và sở GD Sau đó báo công an và nhà báo,833
0,Trước xem Clip chị gái làm cô giáo bị HS chửi hay làm gì ấysau e trai tức đến cổng trường nện cả lũ mới trị đc,834
0,Tiếp đến là viết đơn gửi nhà trường đuổi học tất cả các em học sinh có tham gia và ghi vào học bạ,835
0,dễ đuổi,836
0,Vợ ô phải như nào với bọn học sinh thì cno mới lên cơn nthe chứ ai tự nhiên cno quây vào xong chửi loạn v gvien khác sao k bị ,837
0,ghi học bạ làm gì cái học bạ ấy chẳng có tác dụng gì cả  bao giờ màViệt Nam phải có trại giáo dưỡng như bên mẽo thì mới oke,838
2,Ông chắc chắn đẻ được đàn con như lũ trong video r chúc mừng gia đình,839
0,Cũng chẳng phải gv như nào riêng những thằng ngỗ nghịch ngang ngang là bạn bè n adua nhau làm theo thôi Tuổi này chúng n ngang lè lè  bố mẹ cũng đ,840
2,cno làm vậy đương nhiên là sai nhưng cũng k thể phủ nhận là gv k có lỗi dc cả lớp như vậy là phải có tác động từ hành động hoặc lời nói của gv,841
2,Công nhận Vào cái trg kiểu dạng cho mất đứa cá biệt thì thầy cô nào nó cũng làm trò mất dạy v thôi Nhìn mấy đứa trong video là b rùi,842
0,T mà đủ trình độ giáo viên t cứ góp ý thẳng với phụ huynh ph k rèn đc đến trường t cứ dã thẳng vào hạnh kiểm cuối năm là biết lễ độ,843
0,Ôi giờ trẻ con xem mất clip độc hạiđầu nó ngáo hết rchỗ tui có tụi lớp 67 chuyên đi ném đá vào ng lang thangmà họ k lgi tụi nhỏ cảtệ lắm,844
0,sau này có cơ hội vào làm vị trí chuyên viên của inter Microsoftnếu học bạ bẩn từ thcs trở lên ko nhận nhé bạn,845
0,bme mắng ô dc phép đánh bme à,846
0,vẫn đi dạy cho toàn bộ lớp điểm 0 hết,847
0,thế là bme mắng hay có đánh thì các con cứ chửi lại vs ném dép vào bme nhé sau dạy con thế nhé k phân biệt lớn nhỏ,848
0,chắc là đc phép ném dép vào bme luôn đó b,849
2,mắng đúng và mắng sai nó khác nhau  có vde về đọc hiểu k vậy bạn mình k bảo hs đúng nma khi xử phạt hs xong thì cũng nên điều tra 1 cách công bằng,850
2,thế chắc con ô bme mà chửi thì chửi lại bme ném dép vào mặt bme luôn nhỉ nhân quyền,851
0,xem gv đã làm gì để cả lớp như vậy,852
0,thế bme mắng sai cũng đc cãi lại đúng k k cần nói bme đâu chỉ cần là ng lớn như ô bà ng thân thôi được phép ném dép vào mặt ng lớn đúng k b,853
2, như nào cái lũ này ở nhà chắc bố mẹ chiều quá chứ như nào hiền quá nó chẳng nhảy lên đầu lên cổ chứ sao,855
2,Cá mè một lứa,856
0,Khổ Thấy cô vừa bị kỉ luật rồi  chẳng hiểu nổi kiểu j Nhìn thương cô thật sự,857
0,cô như vậy mà bị kĩ luật thì ko còn ai giám vô nghề này nữa  lương đã thấp còn áp lực đủ thứ ,858
0,Cô ngay cạnh nhà acô này ko ra gi e ak,859
0,cô sao thế ạ,860
0,ko đc làm vậy rồi tụi nó quá hỗn ,861
2,cô ko ra gì thì phụ huynh nhà trường xử lý hs như thế bênh gì bác,862
2,phụ huynh mấy đứa láo toét kia tẩy trắng à ko ra gì hs đc làm thế à,863
2,Bởi k ra gì hs nó mới ghét,864
0,cô này bị kỉ luật mấy lần vì có hành vi lăng mạ học sinh và phụ huynh rồi sự việc ko đơn giản như trên video đâu,865
0,kể tiếp đc ko a cho e hóng với ,866
0,Cô k ra gì mà trò vậy ak,867
0,cuối cùng mọi lỗi đều đổ lên giáo viên,868
0,thời này vốn thế bạn ạ luật bảo vệ hs thì đống còn luật bảo vệ giáo viên thì đếm trên đầu ngón tay cô đấy mày đánh học sinh phát thôi là hơn cả kỉ luậ,869
0,Ơ thật ạ Cô nhắc nhở vậy mà bị kỉ luật ạ,870
0,Sao lãh đạo ngành ko ai bênh vực mà lại kỷ luật cô,871
0,cho cô kỉ luật thì lũ học sinh này nó sẽ ko biết nó sai ở đâuvà nó sẽ tiếp tục làm v với thầy cô và người khác thật ko thể hiểu nổi,872
0,Nghe bảo từ tháng 9 cô giáo đã nói với nhà trường việc các bạn hỗn hào rồinhưng đều bị khước từ và còn có hành vi đe doạnhắc cô Haiz Sáng đọc báo,873
0,xao k ai tim video vậy để cho video lên xu hướng để cho làm mấy đứa học xinh đó đi xin lỗi cô đi,874
0,lên sao dc  lên thì trường nó cũng tìm cách lấp thôi chứ k thì hiệu trưởng mất ghế,875
0,Xin lỗi gì nữa gia đình các e cũng k ra gì đâu cho nghỉ học hết nhà trường không đào tạo đc đâu về nhà nuôi,876
0,Không có ý kiến mà vẫn mửa dc ra câu không có lửa sao có khói lại còn người từng trải ,877
0,Lửa là cô nhắc vào lớp  ko cho ra ngoài hay trong giờ học bất đồng với cô rồi bốc khói cả lớp trai gái quây cô chửi cô vậy à b,878
0,Mai mốt có đánh con cáir nó đánh lại thì thiên hạ họ củng nóik có lửa s có khóiđó nghe,879
0,đây là clip xác minh của báo người lao động tôi đã xem clip khác trc gàn cả ngày rồi,880
0,lửa là chửi láo vs cô luôn à xem video gốc xem chúng nó nói gì nhé,881
0,ms đăng mà lo j,882
3,ducthangg parkyy,883
0,Các em lớn lên sẽ như thế nào nhỉ,884
-1,Ngô Thiên An  lúc xinh lúc 6 ,885
-1,Anh Hípp Hg Đc Thiên Phòng sadboy BGH Zues  lớp min này,886
-1,NCCông,888
0,k biet choi tiktok,889
-1,thị May ,890
-1,HTrangg,891
0,hướng nội ,893
0,be oi,894
-1,Khánh ly Ngọc Mai,895
-1,ngân,896
-1,V ,897
-1,Dungpham,899
-1,Phươgg Bốngg  Bông Cải Trăng BôngCảiBắp Bông Cải Cúc,900
-1,Dũngđzs1tg,901
-1,Mai Phuong,910
-1,Vương_74,912
-1,mừng2006 ,913
-1,Dưnn NgHann 7c,915
-1,Minh Nguyệt,916
-1,N G T R U O N G,917
-1,ntiên,919
-1, phanh,921
-1,huongjp22tq,922
-1,Nguyễn chi,924
-1,lee33456 ,926
-1,Hùng Akira,927
-1,Thuy Vy,928
-1,Nhienz  thuday,929
-1,ᴀɴʜ_ᴛʜᴏᴡ,933
0,Hải Binhh 7đ toán đổi tên,934
-1,Thuỳ Anh ,936
-1,Hoàng Thế Anh,937
0,Rồi ai đúng dị,940
0,bạn nam học sinh,941
0,cô giáo ba ơi,942
0,Bạn nam đúng nha Sau it is là một danh từ số ít thì phải có giới từ a nếu chỉ số nhiều thì phải thêm s hoặc es,943
0,mình mới xem anh kia ảnh bảo gv vẫn đúng nhé nma tuỳ ngữ cảnh và chúng ta không viết ngữ cảnh là gì nên không thể đánh giá được ạ,944
0,có một số trường hợp sau to be vẫn dùng được danh từ không đếm được ạ,945
0,Tiếng Anh có cái giới từ a hả _,946
0,ai bảo b its safe k cần mạo từ a,947
0,và đối với N k đđ dùng is k cần mạo từ b ạ,948
0,ai chỉ b v ạ,949
0,nhớ vậy á,950
0,Danh từ ko đếm dc thì thêm ses vs aan kiểu gì ,951
0,its safety ko sai vì safety là N kdd v nên có thể lượt bỏ mạo từ Its  Nkdd về lý thuyết là đúng còn về ngữ cảnh thì k ở trong lớp nên 0 biết,952
0,cũng giống tui nhớ nhớ quên quên nên không chắt chắc chắn lắm,953
0,cảm ơn nha làm cho tui nhớ lại chút bài học,954
0,ai dạy mà kêu ông nam đúng z,955
0,Ko phải cái nào cx là thêm a đc đấu bạn ạ,956
0,Cô giáo ạ,957
0,Cả hai đều sai,958
